begin
comment  i =    10010, time =    10010.000, E =     -1103.9647288712
lattice        23.470398        0.000000        0.000000
lattice         0.000000       23.470398        0.000000
lattice         0.000000        0.000000       23.470398
atom    27.558603    22.612776    20.911564    O    -0.262880  0.000000    -0.001427    -0.003389    0.003429
atom    26.983619    21.623191    19.498309    H    0.135081  0.000000    -0.001500    -0.007792    -0.011278
atom    27.239744    24.360035    20.534890    H    0.130610  0.000000    -0.000663    0.013514    -0.002657
atom    24.304566    20.204079    8.200751    O    -0.290588  0.000000    0.000230    -0.025612    -0.017031
atom    22.520448    20.064867    7.851788    H    0.145598  0.000000    0.002233    0.004434    0.005304
atom    24.874153    18.543900    7.557271    H    0.141123  0.000000    -0.000382    0.018436    0.009564
atom    10.767883    41.270156    16.146218    O    -0.278475  0.000000    -0.032374    0.020988    -0.062545
atom    11.469802    40.484955    17.504867    H    0.126333  0.000000    0.031964    -0.030296    0.057030
atom    11.673863    42.809783    15.797574    H    0.129518  0.000000    0.000096    0.014227    0.000674
atom    29.751278    28.648998    6.495773    O    -0.289126  0.000000    0.017072    -0.000733    0.025594
atom    28.084667    27.885602    6.762043    H    0.136961  0.000000    0.006717    -0.002169    0.003669
atom    30.724235    28.376135    8.086870    H    0.149063  0.000000    -0.022330    0.002911    -0.029504
atom    7.643266    9.730225    14.384331    O    -0.305214  0.000000    0.005374    0.006721    -0.014431
atom    7.323792    8.032057    14.988605    H    0.136621  0.000000    -0.002356    0.001532    0.004750
atom    8.877816    10.575828    15.427190    H    0.128979  0.000000    -0.010968    -0.003889    0.010896
atom    11.513946    16.822527    2.076687    O    -0.244677  0.000000    -0.042371    0.010054    0.003848
atom    9.632831    17.020135    2.140935    H    0.144392  0.000000    0.023427    0.002495    -0.011840
atom    11.699373    15.521861    3.313145    H    0.152375  0.000000    0.015243    -0.013847    0.002777
atom    25.661861    35.583741    17.306074    O    -0.294581  0.000000    -0.049235    0.014685    -0.027681
atom    27.098517    35.005477    18.167098    H    0.152898  0.000000    0.018014    -0.019042    0.003933
atom    24.733830    34.404168    16.148973    H    0.138734  0.000000    0.027836    0.004689    0.028612
atom    10.051777    24.939347    10.000132    O    -0.304493  0.000000    -0.010910    0.005431    -0.008713
atom    11.265124    23.944925    10.876840    H    0.146738  0.000000    0.005415    -0.011384    0.010628
atom    10.887769    26.555009    9.874824    H    0.124158  0.000000    0.005489    0.009093    0.000223
atom    13.350563    21.563571    3.534263    O    -0.275013  0.000000    -0.011275    -0.011273    -0.028071
atom    14.112774    21.073285    5.079552    H    0.128122  0.000000    0.006463    -0.005560    0.024094
atom    12.590767    19.951074    2.951484    H    0.125934  0.000000    0.002032    0.013286    0.004185
atom    12.724190    29.600551    9.136352    O    -0.308405  0.000000    0.021981    0.022107    0.052960
atom    13.718389    30.099573    10.783437    H    0.115019  0.000000    -0.016747    -0.021996    -0.041023
atom    11.605295    31.050869    9.310213    H    0.118142  0.000000    -0.008183    -0.003701    -0.017040
atom    6.294824    39.756781    19.298763    O    -0.290399  0.000000    -0.033335    -0.002894    0.018076
atom    4.647907    40.339181    18.653272    H    0.134752  0.000000    0.020117    -0.004475    0.002610
atom    7.534449    40.257736    18.146848    H    0.135552  0.000000    0.015615    0.011558    -0.020648
atom    -5.601340    20.702798    23.969799    O    -0.258645  0.000000    -0.018853    -0.012001    0.009384
atom    -7.321575    20.627216    24.698903    H    0.140907  0.000000    0.014226    0.012797    -0.006531
atom    -5.141630    18.946190    23.812606    H    0.150548  0.000000    0.008041    0.002600    0.001123
atom    4.976508    24.295369    12.615622    O    -0.270375  0.000000    0.013273    -0.010476    0.002257
atom    5.146337    22.589048    13.309208    H    0.141633  0.000000    0.000461    0.010245    -0.005889
atom    6.661206    24.697808    11.967376    H    0.140257  0.000000    -0.009439    -0.004639    0.000067
atom    12.837427    15.461534    -3.360257    O    -0.271315  0.000000    -0.008596    -0.003120    0.026676
atom    11.574585    14.093823    -3.348593    H    0.132989  0.000000    0.016147    0.001906    -0.012650
atom    12.786823    15.936032    -1.574302    H    0.138792  0.000000    0.003161    0.003386    -0.008561
atom    25.492285    25.492037    7.132580    O    -0.271660  0.000000    -0.033746    0.029774    0.012568
atom    24.070215    25.927330    8.298832    H    0.143051  0.000000    0.020407    -0.003791    -0.020283
atom    25.896960    23.855010    7.692148    H    0.142154  0.000000    0.008338    -0.026278    0.005466
atom    11.719417    29.804460    21.172300    O    -0.287682  0.000000    0.022449    -0.020023    0.003221
atom    10.344226    28.875049    21.988655    H    0.140908  0.000000    0.011379    0.003164    0.002670
atom    13.363644    28.924130    21.617096    H    0.144920  0.000000    -0.037222    0.014191    -0.005233
atom    8.480295    22.140863    -0.233175    O    -0.281360  0.000000    0.010298    -0.002761    -0.002060
atom    10.181158    21.997235    -0.942571    H    0.126726  0.000000    -0.000806    -0.000379    0.001969
atom    7.367959    21.926799    -1.662583    H    0.131260  0.000000    -0.005834    -0.003350    0.003397
atom    16.665578    28.335227    4.241516    O    -0.260761  0.000000    0.026015    -0.005893    -0.001618
atom    17.339057    26.633716    4.479857    H    0.149883  0.000000    -0.005984    0.011507    -0.001601
atom    14.881566    28.266878    4.434118    H    0.145607  0.000000    -0.019429    -0.008594    -0.003432
atom    -0.952306    31.564512    15.488296    O    -0.281617  0.000000    0.001173    0.004403    -0.033864
atom    -1.043312    30.863586    17.127026    H    0.129693  0.000000    -0.001807    -0.010750    0.024134
atom    -0.239739    30.160132    14.485278    H    0.135793  0.000000    -0.005188    0.009488    0.008577
atom    6.325868    18.942093    13.565382    O    -0.257178  0.000000    0.010889    0.005066    0.005831
atom    8.035667    18.639805    14.158949    H    0.141394  0.000000    -0.006544    0.000077    0.006720
