begin
comment  Frame 1, Energy: -1104.0132483378
lattice        23.470398        0.000000        0.000000
lattice         0.000000       23.470398        0.000000
lattice         0.000000        0.000000       23.470398
atom    21.628595    21.763657    29.273411    O    -0.274000  0.000000    -0.011934    0.024610    -0.005451
atom    21.673614    23.534315    28.705280    H    0.146000  0.000000    0.002373    -0.018219    0.007097
atom    20.497242    21.784253    30.747926    H    0.125000  0.000000    0.011413    -0.000709    -0.010125
atom    15.449085    15.058245    15.118094    O    -0.217000  0.000000    0.029964    -0.010192    0.008179
atom    16.051533    14.413153    13.473649    H    0.127000  0.000000    -0.008451    -0.000220    0.000169
atom    16.532576    14.067851    16.310401    H    0.130000  0.000000    -0.014113    0.002675    -0.008640
atom    7.480552    31.148845    21.566473    O    -0.267000  0.000000    -0.059304    0.004776    0.001607
atom    8.619024    30.488146    22.756306    H    0.123000  0.000000    0.020212    -0.010398    0.019380
atom    5.723694    30.995911    22.429809    H    0.126000  0.000000    0.046698    0.001296    -0.026496
atom    22.735055    18.337354    17.665697    O    -0.211000  0.000000    0.037187    0.019708    -0.022850
atom    21.067935    18.568377    17.058111    H    0.126000  0.000000    -0.035614    0.002613    -0.002060
atom    23.552207    19.896024    16.972023    H    0.144000  0.000000    -0.005854    -0.014711    0.004327
atom    -2.907658    12.205846    22.559980    O    -0.254000  0.000000    0.001115    0.015912    0.000044
atom    -3.523204    13.618702    23.635990    H    0.115000  0.000000    0.000226    -0.014439    -0.013719
atom    -1.134694    12.502816    21.967341    H    0.105000  0.000000    -0.013745    -0.001965    0.016379
atom    5.710297    20.530887    19.578970    O    -0.205000  0.000000    -0.005868    -0.012888    0.025160
atom    6.939020    20.146574    20.901684    H    0.146000  0.000000    0.012474    0.009396    -0.009344
atom    4.376099    19.416882    20.202657    H    0.134000  0.000000    -0.007777    0.002443    -0.004376
atom    19.207241    30.876961    22.050798    O    -0.290000  0.000000    0.016948    0.025942    0.007394
atom    19.529426    32.733671    21.943282    H    0.101000  0.000000    0.010904    -0.022497    0.008322
atom    17.685139    30.854642    21.067758    H    0.098000  0.000000    -0.017157    -0.014441    -0.004909
atom    3.202382    24.805048    21.378229    O    -0.263000  0.000000    0.013575    -0.009941    0.004023
atom    3.801776    25.148768    23.088295    H    0.155000  0.000000    -0.006323    -0.006118    -0.014756
atom    4.006132    23.192567    20.848152    H    0.120000  0.000000    -0.005522    0.017282    0.007135
atom    7.247120    18.181683    15.373647    O    -0.287000  0.000000    -0.017679    0.042437    -0.000748
atom    7.039721    19.503181    14.013998    H    0.112000  0.000000    0.006401    -0.024189    0.017996
atom    6.795246    19.217192    16.935527    H    0.107000  0.000000    0.010676    -0.021247    -0.021670
atom    5.798619    25.902017    16.380368    O    -0.281000  0.000000    -0.015880    0.007704    0.037608
atom    5.529195    26.164950    18.243360    H    0.138000  0.000000    0.001653    -0.004418    -0.036801
atom    7.586575    25.632826    16.236033    H    0.114000  0.000000    0.009238    -0.004396    -0.003613
atom    3.092686    30.640657    24.586920    O    -0.238000  0.000000    -0.005148    -0.012386    -0.013977
atom    2.303706    32.152706    23.973721    H    0.161000  0.000000    0.001711    0.003991    0.002950
atom    4.423760    31.022447    25.796058    H    0.122000  0.000000    -0.004750    0.012635    0.012060
atom    -5.754788    16.517256    30.560946    O    -0.270000  0.000000    -0.022917    0.013028    -0.000369
atom    -7.389578    17.536816    30.365728    H    0.127000  0.000000    0.028621    -0.023895    0.011142
atom    -6.123971    15.092177    31.732572    H    0.111000  0.000000    -0.005831    0.012058    -0.009020
atom    1.374832    18.122410    21.879521    O    -0.268000  0.000000    -0.003501    -0.016502    -0.026306
atom    1.569398    16.316126    22.145496    H    0.123000  0.000000    0.003057    0.007171    0.007042
atom    0.539824    18.002963    20.111700    H    0.104000  0.000000    0.002960    0.012022    0.032284
atom    8.311791    12.659751    11.080716    O    -0.216000  0.000000    -0.000503    -0.038431    0.039915
